traditional,simplified,pinyin,translation,level,numerical_pinyin,pinyin_check,exclude
出場,出场,chū chǎng,"to appear (on stage, in a show, in a photo etc), to play (for a team), to enter (arena or stage), to send sb out (e.g. off the field for a foul)",6,chu1 chang3,chūchǎng,False
出動,出动,chūdòng,"to start out on a trip, to dispatch troops",6,chu1 dong4,chūdòng,False
出訪,出访,chūfǎng,"to travel on business, to visit (a foreign country), same as 外出訪問|外出访问[wai4 chu1 fang3 wen4]",6,chu1 fang3,chūfǎng,False
出路,出路,chūlù,"way out, outlet, employment opportunities",6,chu1 lu4,chūlù,False
出面,出面,chū miàn,"act in one's own capacity or on behalf o, act in one's own capacity or on behalf of an organization, act in one's own capacity or on behalf of an organ, appear personally",6,chu1 mian4,chūmiàn,False
出入,出入,chūrù,come in and go out,6,chu1 ru4,chūrù,False
出事,出事,chū shì,"to have an accident, to meet with a mishap",6,chu1 shi4,chūshì,False
出名,出名,chū míng,"lend one's name, out, fame, become well-known, become famous, famous, use the name of, be famous, well-known",6,chu1 ming2,chūmíng,False
出臺,出台,chū tái,"to officially launch (a policy, program etc), to appear on stage, to appear publicly, (of a bar girl) to leave with a client",6,chu1 tai2,chūtái,False
初等,初等,chūděng,elementary (i.e. easy),6,chu1 deng3,chūděng,False
除,除,chú,except,6,chu2,chú,False
出行,出行,chūxíng,"to set out on a long journey, to travel afar",6,chu1 xing2,chūxíng,False
廚師,厨师,chúshī,"cook, chef",6,chu2 shi1,chúshī,False
儲存,储存,chǔcún,"lay in/up, store, stockpile",6,chu3 cun2,chǔcún,False
處處,处处,chùchù,"everywhere, in all respects",6,chu4 chu4,chùchù,False
處長,处长,chùzhǎng,"department, section chief, commissioner, department/office head, department head, head of a department, office head",6,chu4 zhang3,chùzhǎng,False
傳輸,传输,chuánshū,"transmission, transmit",6,chuan2 shu1,chuánshū,False
傳媒,传媒,chuánméi,media,6,chuan2 mei2,chuánméi,False
傳言,传言,chuányán,"rumor, hearsay",6,chuan2 yan2,chuányán,False
傳出,传出,chuánchū,"to transmit outwards, to disseminate, efferent (nerve)",6,chuan2 chu1,chuánchū,False
船員,船员,chuányuán,"crew, sailorman, sailor, shipmate, crewman, tarpaulin, old salt, seaman, bargeman, tar, boatman, Jack-tar, mariner, sea dog, gob, waister, seafarer",6,chuan2 yuan2,chuányuán,False
船隻,船只,chuánzhī,"boat, watercraft, marine, ship, vessel",6,chuan2 zhi1,chuánzhī,False
船長,船长,chuánzhǎng,"captain (of a boat), skipper",6,chuan2 zhang3,chuánzhǎng,False
串,串,chuàn,"to string together, to skewer, to connect wrongly, to gang up, to rove, string, bunch, skewer, classifier for things that are strung together, or in a bunch, or in a row: string of, bunch of, series of, to make a swift or abrupt linear movement (like a bead on an abacus), to move across",6,chuan4,chuàn,False
窗口,窗口,chuāngkǒu,"window, wicket, ticket window",6,chuang1 kou3,chuāngkǒu,False
創建,创建,chuàngjiàn,"to found, to establish",6,chuang4 jian4,chuàngjiàn,False
創意,创意,chuàngyì,"create new meanings, get-up-and-go, unique idea, new idea",6,chuang4 yi4,chuàngyì,False
創辦,创办,chuàngbàn,"found, launch, establishment, set up, establish",6,chuang4 ban4,chuàngbàn,False
此處,此处,cǐchù,"this place, here (literary)",6,ci3 chu4,cǐchù,False
此前,此前,cǐqián,"before this, before then, previously",6,ci3 qian2,cǐqián,False
此次,此次,cǐcì,this time,6,ci3 ci4,cǐcì,False
此事,此事,cǐshì,This matter,6,ci3 shi4,cǐshì,False
次數,次数,cìshù,"number of times, frequancy, frequency, absolute frequency, legal case, oftenness, lawsuit, time, frequence",6,ci4 shu4,cìshù,False
此致,此致,cǐzhì,(used at the end of a letter to introduce a polite salutation),6,ci3 zhi4,cǐzhì,False
從不,从不,cóngbù,"ne'er, never",6,cong2 bu4,cóngbù,False
從沒,从没,cóngméi,"never (in the past), never did",6,cong2 mei2,cóngméi,False
醋,醋,cù,"vinegar, jealousy (in love rivalry)",6,cu4,cù,False
村莊,村庄,cūnzhuāng,"village, hamlet, CL:座[zuo4]",6,cun1 zhuang1,cūnzhuāng,False
搭,搭,dā,"put up, construct, join together, add (money/etc.)",6,da1,dā,False
錯過,错过,cuòguò,"pass up, muff, throw_away, lose, let slip, miss, overslip, balk, overlook, cross, pass_up, slip",6,cuo4 guo4,cuòguò,False
搭配,搭配,dāpèi,"group, pair",6,da1 pei4,dāpèi,False
搭檔,搭档,dādàng,"to cooperate, partner",6,da1 dang4,dādàng,False
打動,打动,dǎdòng,"to move (to pity), arousing (sympathy), touching",6,da3 dong4,dǎdòng,False
打斷,打断,dǎ duàn,"to interrupt, to break off, to break (a bone)",6,da3 duan4,dǎduàn,False
打牌,打牌,dǎ pái,to play mahjong or cards,6,da3 pai2,dǎpái,False
打發,打发,dǎfa,"to dispatch sb to do sth, to make sb leave, to pass (the time), (old) to make arrangements, (old) to bestow (alms etc)",6,da3 fa1,dǎfā,True
打官司,打官司,dǎ guānsi,"to file a lawsuit, to sue, to dispute",6,da3 guan1 si,dǎguānsi,False
打印機,打印机,dǎyìnjī,printer,6,da3 yin4 ji1,dǎyìnjī,False
大道,大道,dàdào,"wide road, the way of virtue and justice",6,da4 dao4,dàdào,False
打造,打造,dǎzào,"to create, to build, to develop, to forge (of metal)",6,da3 zao4,dǎzào,False
大街,大街,dàjiē,"street, main street, CL:條|条[tiao2]",6,da4 jie1,dàjiē,False
大米,大米,dàmǐ,(husked) rice,6,da4 mi3,dàmǐ,False
大批,大批,dàpī,large quantities of,6,da4 pi1,dàpī,False
大賽,大赛,dàsài,"race, game, tournament, contest",6,da4 sai4,dàsài,False
大師,大师,dàshī,"great master, lord, workmaster, artiste, Very Reverend, overlord, master, priest, maestro, non-Christian priest, Great Master",6,da4 shi1,dàshī,False
大力,大力,dàlì,"vigorously, energetically",6,da4 li4,dàlì,False
大使,大使,dàshǐ,"elchee, embassador, ambassadorial, nuncio, ambassadorship, ambassador",6,da4 shi3,dàshǐ,False
待會兒,待会儿,dāihuir5,"in a moment, later, Taiwan pr. [dai1 hui3 r5]",6,dai1 hui4 r,dāihuìr,True
擔憂,担忧,dānyōu,be apprehensive,6,dan1 you1,dānyōu,False
誕生,诞生,dànshēng,"be born, come into being, emerge",6,dan4 sheng1,dànshēng,False
單打,单打,dāndǎ,play by oneself,6,dan1 da3,dāndǎ,False
黨,党,dǎng,"section, Dang, political party, CCP, KMT, Ku_Klux_Klan, clique, The Party, party, tong, kinsfolk, the Party, faction, gang",6,dang3,dǎng,False
當,当,dāng,"when, while",6,dang1,dāng,False
當天,当天,dāngtiān,"on that day, the same day",6,dang4 tian1,dàngtiān,True
當成,当成,dàngchéng,"regard as, take for, consider as, regard/consider as, treat as, regard",6,dang4 cheng2,dàngchéng,False
檔,档,dàng,"(Tw) variant of 擋|挡[dang3], gear, official records, grade (of goods), file, records, shelves, slot, gap, crosspiece, classifier for crosspieces, classifier for events, affairs etc, Taiwan pr. [dang3]",6,dang4,dàng,False
當作,当作,dàngzuò,"regard_as, regard as, look upon as, treat as, presume",6,dang4 zuo4,dàngzuò,False
檔案,档案,dàngàn,"data file, documentation, record, archive, archives, file, dossier",6,dang4 an4,dàngàn,False
到期,到期,dào qī,"to fall due (loan etc), to expire (visa etc), to mature (investment bond etc)",6,dao4 qi1,dàoqī,False
盜版,盗版,dào bǎn,"pirated, illegal, see also 正版[zheng4 ban3]",6,dao4 ban3,dàobǎn,False
島,岛,dǎo,"island, isle",6,dao3,dǎo,False
道教,道教,Dàojiào,"Taoism, Daoism (Chinese system of beliefs)",6,dao4 jiao4,dàojiào,False
道歉,道歉,dào qiàn,apologize,6,dao4 qian4,dàoqiàn,False
低溫,低温,dīwēn,low temperature,6,di1 wen1,dīwēn,False
低頭,低头,dī tóu,"submission, surrender, submit, bow/hang one's head, bow, crouch, lower, yield, hang one's head, bow one's head, lower one's head",6,di1 tou2,dītóu,False
抵達,抵达,dǐdá,"reach, arrive at",6,di3 da2,dǐdá,False
抵抗,抵抗,dǐkàng,"resist, stand up to",6,di3 kang4,dǐkàng,False
地名,地名,dìmíng,"place name, toponym",6,di4 ming2,dìmíng,False
地板,地板,dìbǎn,"boarding, planking, hatch, plat, floorboard, hatchway, floor board, flooring, planch, floor, footplate",6,di4 ban3,dìbǎn,False
地下室,地下室,dìxiàshì,"rumpus_room, soutane, undercroft, rooms built below ground, ground_floor, serdab, cellar, hypogeum, crypt, subterranean, silo, subterrane, souterrain, vault, cellarage, basement",6,di4 xia4 shi4,dìxiàshì,False
電動,电动,diàndòng,electric,6,dian4 dong4,diàndòng,False
滴,滴,dī,"a drop, to drip",6,di1,dī,False
電車,电车,diànchē,"trolleybus, CL:輛|辆[liang4]",6,dian4 che1,diànchē,False
電器,电器,diànqì,electrical equipment/appliance,6,dian4 qi4,diànqì,False
電力,电力,diànlì,"electrical line of force, electrical energy, power, electricity, potential, electric power",6,dian4 li4,diànlì,False
吊,吊,diào,"a string of 100 cash (arch.), to lament, to condole with, variant of 吊[diao4]",6,diao4,diào,False
調研,调研,diàoyán,"to investigate and research, research, investigation",6,tiao2 yan2,tiáoyán,True
定價,定价,dìngjià,"to set a price, to fix a price",6,ding4 jia4,dìngjià,False
定時,定时,dìngshí,"to fix a time, fixed time, timed (of explosive etc)",6,ding4 shi2,dìngshí,False
跌,跌,diē,"fall, tumble",6,die1,diē,False
定位,定位,dìngwèi,fixed position,6,ding4 wei4,dìngwèi,False
鬥爭,斗争,dòuzhēng,"battle, fight",6,dou4 zheng1,dòuzhēng,False
動畫,动画,dònghuà,(animated) cartoon,6,dong4 hua4,dònghuà,False
毒品,毒品,dúpǐn,"kif, kaif, narcotics, drug, weed, grass, narcotic drugs, drugs",6,du2 pin3,dúpǐn,False
賭,赌,dǔ,"gamble, bet",6,du3,dǔ,False
賭博,赌博,dǔbó,gamble,6,du3 bo2,dǔbó,False
端,端,duān,"old variant of 端[duan1], start, origin",6,duan1,duān,False
都市,都市,dūshì,"city, metropolis",6,du1 shi4,dūshì,False
端午節,端午节,Duānwǔjié,Dragon Boat Festival (5th day of the 5th lunar month),6,duan1 wu3 jie2,duānwǔjié,False
短片,短片,duǎnpiàn,"short film, video clip",6,duan3 pian4,duǎnpiàn,False
渡,渡,dù,"cross (river/sea/etc.), tide over, ferry across",6,du4,dù,False
隊伍,队伍,duìwu,"cue, procession, contingent, ranks, troops, gang",6,dui4 wu3,duìwǔ,True
對外,对外,duìwài,"external, foreign, pertaining to external or foreign (affairs)",6,dui4 wai4,duìwài,False
對抗,对抗,duìkàng,"baulk, pit, combat, antagonise, encounter, counterwork, countervail, counteract, opposition, resistance, cope, breast, defend, fight, stem, play, battle, fight down, meet, fight back, antagonize, face, confront, front, oppose, contradict, controvert, balk, resist, jib, countercheck, take on, counterbalance, match",6,dui4 kang4,duìkàng,False
多半,多半,duōbàn,det : the greater part,6,duo1 ban4,duōbàn,False
多方面,多方面,duōfāngmiàn,"many-sided, in many aspects",6,duo1 fang1 mian4,duōfāngmiàn,False
多媒體,多媒体,duōméitǐ,multi-media,6,duo1 mei2 ti3,duōméitǐ,False
奪,夺,duó,"to seize, to take away forcibly, to wrest control of, to compete or strive for, to force one's way through, to leave out, to lose",6,duo2,duó,False
蹲,蹲,dūn,"squat on heels, stay",6,dun1,dūn,False
奪取,夺取,duóqǔ,"to seize, to capture, to wrest control of",6,duo2 qu3,duóqǔ,False
恩人,恩人,ēnrén,"a benefactor, a person who has significantly helped sb else",6,en1 ren2,ēnrén,False
兒科,儿科,érkē,pediatrics,6,er2 ke1,érkē,False
發病,发病,fā bìng,"onset, outbreak (of a disease)",6,fa1 bing4,fābìng,False
發電,发电,fā diàn,"electricity generation, generate electricity",6,fa1 dian4,fādiàn,False
發放,发放,fāfàng,"provide, grant, extend",6,fa1 fang4,fāfàng,False
發起,发起,fāqǐ,"initiate, commence, stage, instigate, sparkplug, sponsor, inauguraion, start, launch, promote, inaugurate, initiation",6,fa1 qi3,fāqǐ,False
發怒,发怒,fā nù,to get angry,6,fa1 nu4,fānù,False
發言人,发言人,fāyánrén,"voice, spokesman, representative, interpreter, prophet, addresser, spokesperson, prolocutor, addressor, fugleman, coryphaeus",6,fa1 yan2 ren2,fāyánrén,False
法庭,法庭,fǎtíng,"judicature, areopagy, court, courtroom, tribunal, banc, forum, gate, banco, lockup, lawcourt, bailey",6,fa3 ting2,fǎtíng,False
發炎,发炎,fā yán,"inflame, inflammation, inflamed",6,fa1 yan2,fāyán,False
番,番,fān,m.[event],6,fan1,fān,False
番茄,番茄,fānqié,tomato,6,fan1 qie2,fānqié,False
凡是,凡是,fánshì,conj.: whatever,6,fan2 shi4,fánshì,False
法語,法语,Fǎyǔ,French (language),6,fa3 yu3,fǎyǔ,False
繁殖,繁殖,fánzhí,"breed, reproduce, propagate",6,fan2 zhi2,fánzhí,False
反問,反问,fǎnwèn,"to ask (a question) in reply, to answer a question with a question, rhetorical question",6,fan3 wen4,fǎnwèn,False
反響,反响,fǎnxiǎng,"repercussions, reaction, echo",6,fan3 xiang3,fǎnxiǎng,False
犯規,犯规,fàn guī,"to break the rules, an illegality, a foul",6,fan4 gui1,fànguī,False
犯,犯,fàn,"violate, offend, attack, assail, work against, commit, have recurrence (of old illness), revert (to bad habit)",6,fan4,fàn,False
反抗,反抗,fǎnkàng,"revolt, resist",6,fan3 kang4,fǎnkàng,False
犯罪,犯罪,fàn zuì,commit crime/offense,6,fan4 zui4,fànzuì,False
防守,防守,fángshǒu,"to defend, to protect (against)",6,fang2 shou3,fángshǒu,False
房價,房价,fángjià,"house/apartment purchase price, house purchase price, apartment purchase price, house",6,fang2 jia4,fángjià,False
防範,防范,fángfàn,"be on guard, keep lookout",6,fang2 fan4,fángfàn,False
仿佛,仿佛,fǎngfú,"to seem, as if, alike, similar",6,fang3 fu2,fǎngfú,False
飛船,飞船,fēichuán,"airship, spaceship",6,fei1 chuan2,fēichuán,False
飛行員,飞行员,fēixíngyuán,"pilot, aviator",6,fei1 xing2 yuan2,fēixíngyuán,False
肺,肺,fèi,"lung, CL:個|个[ge4]",6,fei4,fèi,False
分工,分工,fēn gōng,"division of labour, divide the work",6,fen1 gong1,fēngōng,False
憤怒,愤怒,fènnù,"indignant, angry",6,fen4 nu4,fènnù,False
分裂,分裂,fēnliè,"split, divide, break up",6,fen1 lie4,fēnliè,False
峰會,峰会,fēnghuì,summit meeting,6,feng1 hui4,fēnghuì,False
奉獻,奉献,fèngxiàn,"offer as tribute, present with all respect",6,feng4 xian4,fèngxiàn,False
風暴,风暴,fēngbào,"tempest, roughness, firestorm, windstorm, squall, blow, tempestuousness, storm",6,feng1 bao4,fēngbào,False
佛教,佛教,Fójiào,"Bodhisattva, Buddhist religion, Buddhism",6,fo2 jiao4,fójiào,False
佛,佛,fú,"Buddha, Buddhism, image of Buddha",6,fo2,fó,True
服,服,fú,"clothes, dress, garment, to serve (in the military, a prison sentence etc), to obey, to convince, to admire, to acclimatize, to take (medicine), mourning clothes, to wear mourning clothes, dose (measure word for medicine), Taiwan pr. [fu2]",6,fu2,fú,False
父女,父女,fùnǚ,father and daughter,6,fu4 nv3,fùnǚ,False
父子,父子,fùzǐ,father and son,6,fu4 zi3,fùzǐ,False
負,负,fù,"betray, abandon, go against",6,fu4,fù,False
浮,浮,fú,"to float, superficial, floating, unstable, movable, provisional, temporary, transient, impetuous, hollow, inflated, to exceed, superfluous, excessive, surplus",6,fu2,fú,False
婦女,妇女,fùnǚ,"feme, womankind, female, femininity, cummer, woman, femme, quean, bevy, matron, toots, womanhood, feminine, womenfolk, women",6,fu4 nv3,fùnǚ,False
副,副,fù,m.[general],6,fu4,fù,False
復蘇,复苏,fùsū,"variant of 復甦|复苏[fu4 su1], to recover (health, economic), to resuscitate, anabiosis",6,fu4 su1,fùsū,False
富人,富人,fùrén,rich man,6,fu4 ren2,fùrén,False
改裝,改装,gǎizhuāng,"to change one's costume, to repackage, to remodel, to refit, to modify, to convert",6,gai3 zhuang1,gǎizhuāng,False
干涉,干涉,gānshè,"interfere, intervene, meddle",6,gan1 she4,gānshè,False
肝,肝,gān,"hepatic, liver",6,gan1,gān,False
富有,富有,fùyǒu,be rich/wealthy,6,fu4 you3,fùyǒu,False
杆,杆,gān,"pole, CL:條|条[tiao2],根[gen1], stick, pole, lever, classifier for long objects such as guns",6,gan3,gǎn,True
趕不上,赶不上,gǎnbushàng,"can't keep up with, can't catch up with, cannot overtake",6,gan3 bu4 shang4,gǎnbùshàng,True
趕上,赶上,gǎn shàng,"to keep up with, to catch up with, to overtake, to chance upon, in time for",6,gan3 shang4,gǎnshàng,False
趕忙,赶忙,gǎnmáng,"to hurry, to hasten, to make haste",6,gan3 mang2,gǎnmáng,False
剛好,刚好,gānghǎo,"exact, just right",6,gang1 hao3,gānghǎo,False
感人,感人,gǎnrén,"touching, moving",6,gan3 ren2,gǎnrén,False
崗位,岗位,gǎngwèi,"post, station",6,gang3 wei4,gǎngwèi,False
港口,港口,gǎngkǒu,"harbour, port, seaport, haven, harbor",6,gang3 kou3,gǎngkǒu,False
高層,高层,gāocéng,high-level,6,gao1 ceng2,gāocéng,False
敢於,敢于,gǎnyú,"to have the courage to do sth, to dare to, bold in",6,gan3 yu2,gǎnyú,False
高檔,高档,gāodàng,"superior quality, high grade, top grade",6,gao1 dang4,gāodàng,False
高峰,高峰,gāofēng,"summit, apex, alp, vertex, acme, peak, height, pinnacle, high, all-time high",6,gao1 feng1,gāofēng,False
高等,高等,gāoděng,"higher, advanced",6,gao1 deng3,gāoděng,False
高考,高考,gāokǎo,"college entrance exam (especially as abbr. for 普通高等學校招生全國統一考試|普通高等学校招生全国统一考试[Pu3 tong1 Gao1 deng3 Xue2 xiao4 Zhao1 sheng1 Quan2 guo2 Tong3 yi1 Kao3 shi4]), entrance exam for senior government service posts (Taiwan)",6,gao1 kao3,gāokǎo,False
